A159,"Tuberculose não especificada das vias respiratórias, com confirmação bacteriológica e histológica",Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,"A15 - Tuberculose respiratória, com confirmação bacteriológica e histológica"
A160,Tuberculose pulmonar com exames bacteriológico e histológico negativos,Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,"A16 - Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica"
A168,"Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica",Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,"A16 - Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica"
A169,"Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica",Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,"A16 - Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica"
A170,Meningite tuberculosa,Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,A17+ - Tuberculose do sistema nervoso
A184,Tuberculose de pele e do tecido celular subcutâneo,Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,A18 - Tuberculose de outros órgãos
A188,Tuberculose de outros órgãos especificados,Capítulo I - Algumas doenças infecciosas e parasitárias,A15-A19 - Tuberculose,A18 - Tuberculose de outros órgãos
A211,Tularemia oculoglandular,Capítulo I - Algumas doenças infecciosas e parasitárias,A20-A28 - Algumas doenças bacterianas zoonóticas,A21 - Tularemia
A219,"Tularemia, forma não especificada",Capítulo I - Algumas doenças infecciosas e parasitárias,A20-A28 - Algumas doenças bacterianas zoonóticas,A21 - Tularemia
A259,"Febre transmitida por mordedura de rato, tipo não especificado",Capítulo I - Algumas doenças infecciosas e parasitárias,A20-A28 - Algumas doenças bacterianas zoonóticas,A25 - Febres transmitidas por mordedura de rato
A300,Hanseníase [lepra] indeterminada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A30 - Hanseníase [doença de Hansen] [lepra]
A302,Hanseníase [lepra] tuberculóide borderline,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A30 - Hanseníase [doença de Hansen] [lepra]
A308,Outras formas de hanseníase [lepra],Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A30 - Hanseníase [doença de Hansen] [lepra]
A309,Hanseníase [lepra] não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A30 - Hanseníase [doença de Hansen] [lepra]
A310,Infecção pulmonar micobacteriana,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,31 - Infecções devidas a outras micobactérias
A311,Infecção cutânea micobacteriana,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,31 - Infecções devidas a outras micobactérias
A318,Outras infecções micobacterianas,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,31 - Infecções devidas a outras micobactérias
A319,Infecção micobacteriana não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A31 - Infecções devidas a outras micobactérias
A392,Meningococcemia aguda,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A39 - Infecção meningogócica
A400,Septicemia por Streptococcus do grupo A,Capítulo I - Algumas doenças infecciosas e parasitárias, A30-A49 - Outras doenças bacterianas,A40 - Septicemia estreptocócica
A403,Septicemia por Streptococcus pneumonia,Capítulo I - Algumas doenças infecciosas e parasitárias, A30-A49 - Outras doenças bacterianas,A40 - Septicemia estreptocócica
A408,Outras septicemias estreptocócicas,Capítulo I - Algumas doenças infecciosas e parasitárias, A30-A49 - Outras doenças bacterianas,A40 - Septicemia estreptocócica
A409,Septicemia estreptocócica não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias, A30-A49 - Outras doenças bacterianas,A40 - Septicemia estreptocócica
A41,Outras septicemias,Capítulo I - Algumas doenças infecciosas e parasitárias, A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A410,Septicemia por Staphylococcus aureus,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A411,Septicemia por outros estafilococos especificados,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A412,Septicemia por estafilococos não especificados,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A413,Septicemia por Haemophilus influenzae,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A415,Septicemia por outros microorganismos gram-negativos,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A418,Outras septicemias especificadas,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A419,Septicemia não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A41 - Outras septicemias
A46,Erisipela,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A46 - Erisipela
A480,Gangrena gasosa,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A48 - Outras doenças bacterianas não classificadas em outra parte
A483,Síndrome do choque tóxico,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A48 - Outras doenças bacterianas não classificadas em outra parte
A488,Outras doenças bacterianas especificadas,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A48 - Outras doenças bacterianas não classificadas em outra parte
A490,Infecção estafilocócica de localização não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A49 - Infecção bacteriana de localização não especificada
A498,Outras infecções bacterianas de localização não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A49 - Infecção bacteriana de localização não especificada
A499,Infecção bacteriana não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A30-A49 - Outras doenças bacterianas,A49 - Infecção bacteriana de localização não especificada
A502,Sífilis congênita precoce não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A50 - Sífilis congênita
A509,Sífilis congênita não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A50 - Sífilis congênita
A519,Sífilis precoce não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A51 - Sífilis precoce
A523,Neurossífilis não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A52 - Sífilis tardia
A539,Sífilis não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A53 - Outras formas e as não especificadas da sífilis
A55,Linfogranuloma (venéreo) por clamídia,Capítulo I - Algumas doenças infecciosas e parasitárias,A50-A64 - Infecções de transmissão predominantemente sexual,A55 - Linfogranuloma (venéreo) por clamídia
A689,Febre recorrente não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A65-A69 - Outras doenças por espiroquetas,A68 - Febres recorrentes [Borrelioses]
A710,Fase inicial do tracoma,Capítulo I - Algumas doenças infecciosas e parasitárias,A70-A74 - Outras doenças causadas por clamídias,A71 - Tracoma
A803,"Poliomielites paralíticas agudas, outras e não especificadas",Capítulo I - Algumas doenças infecciosas e parasitárias,A80-A89 - Infecções virais do sistema nervoso central,A80 - Poliomielite aguda
A809,Poliomielite aguda não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,A80-A89 - Infecções virais do sistema nervoso central,A80 - Poliomielite aguda
A89,Infecções virais não especificadas do sistema nervoso central,Capítulo I - Algumas doenças infecciosas e parasitárias,A80-A89 - Infecções virais do sistema nervoso central,A89 - Infecções virais não especificadas do sistema nervoso central
A90,Dengue [dengue clássico],Capítulo I - Algumas doenças infecciosas e parasitárias,A90-A99 - Febres por arbovírus e febres hemorrágicas virais,A90 - Dengue [dengue clássico]
B019,Varicela sem complicação,Capítulo I - Algumas doenças infecciosas e parasitárias,B00-B09 - Infecções virais caracterizadas por lesões de pele e mucosas,B01 - Varicela [Catapora]
B029,Herpes zoster sem complicação,Capítulo I - Algumas doenças infecciosas e parasitárias,B00-B09 - Infecções virais caracterizadas por lesões de pele e mucosas,B02 - Herpes zoster [Zona]
B159,Hepatite A sem coma hepático,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral,B15 - Hepatite aguda A
B169,Hepatite aguda B sem agente Delta e sem coma hepático,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral,B16 - Hepatite aguda B
B171,Hepatite aguda C,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral, B17 - Outras hepatites virais agudas
B180,Hepatite viral crônica B com agente Delta,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral,B18 - Hepatite viral crônica
B182,Hepatite viral crônica C,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral,B18 - Hepatite viral crônica
B188,Outras hepatites crônicas virais,Capítulo I - Algumas doenças infecciosas e parasitárias,B15-B19 - Hepatite viral,B18 - Hepatite viral crônica
B20,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B200,Doença pelo HIV resultando em infecções micobacterianas,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B201,Doença pelo HIV resultando em outras infecções bacterianas,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B203,Doença pelo HIV resultando em outras infecções virais,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B206,Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B207,Doença pelo HIV resultando em infecções múltiplas,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B208,Doença pelo HIV resultando em outras doenças infecciosas e parasitárias,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B209,Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B210,Doença pelo HIV resultando em sarcoma de Kaposi,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B218,Doença pelo HIV resultando em outras neoplasias malignas,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B20 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
B219,Doença pelo HIV resultando em neoplasia maligna não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],"B21 - Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas"
B220,Doença pelo HIV resultando em encefalopatia,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],B22 - Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas
B238,Doença pelo HIV resultando em outra afecções especificadas,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],B23 - Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças
B24,Doença pelo vírus da imunodeficiência humana [HIV] não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B20-B24 - Doença pelo vírus da imunodeficiência humana [HIV],B24 - Doença pelo vírus da imunodeficiência humana [HIV] não especificada
B259,Doença não especificada por citomegalovírus,Capítulo I - Algumas doenças infecciosas e parasitárias,B25-B34 - Outras doenças por vírus,B25 - Doença por citomegalovírus
B33,Outras doenças por vírus não classificada em outra parte,Capítulo I - Algumas doenças infecciosas e parasitárias,B25-B34 - Outras doenças por vírus,B33 - Outras doenças por vírus não classificada em outra parte
B342,Infecção por coronavírus de localização não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B25-B34 - Outras doenças por vírus,"B34 - Doenças por vírus, de localização não especificada"
B348,Outras infecções por vírus de localização não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B25-B34 - Outras doenças por vírus,"B34 - Doenças por vírus, de localização não especificada"
B349,Infecção viral não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B25-B34 - Outras doenças por vírus,"B34 - Doenças por vírus, de localização não especificada"
B376,Endocardite por Candida,Capítulo I - Algumas doenças infecciosas e parasitárias,B35-B49 - Micoses,"B34 - Doenças por vírus, de localização não especificada"
B377,Septicemia por Candida,Capítulo I - Algumas doenças infecciosas e parasitárias,B35-B49 - Micoses,B37 - Candidíase
B420,Esporotricose pulmonar,Capítulo I - Algumas doenças infecciosas e parasitárias,B35-B49 - Micoses,B42 - Esporotricose
B441,Outras aspergiloses pulmonares,Capítulo I - Algumas doenças infecciosas e parasitárias,B35-B49 - Micoses,B44 - Aspergilose
B442,Aspergilose amigdaliana,Capítulo I - Algumas doenças infecciosas e parasitárias,B35-B49 - Micoses,B44 - Aspergilose
B550,Leishmaniose visceral,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B55 - Leishmaniose
B559,Leishmaniose não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B55 - Leishmaniose
B57,Doença de Chagas,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B570,"Forma aguda da doença de Chagas, com comprometimento cardíaco",Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B571,"Forma aguda da doença de Chagas, sem comprometimento cardíaco",Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B572,Doença de Chagas (crônica) com comprometimento cardíaco,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B573,Doença de Chagas (crônica) com comprometimento do aparelho digestivo,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B574,Doença de Chagas (crônica) com comprometimento do sistema nervoso,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B575,Doença de Chagas (crônica) com comprometimento de outros órgãos,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B57 - Doença de Chagas
B59,Pneumocistose,Capítulo I - Algumas doenças infecciosas e parasitárias,B50-B64 - Doenças devidas a protozoários,B59 - Pneumocistose
B699,Cisticercose não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B65-B83 - Helmintíases, B69 - Cisticercose
B72,Dracontíase,Capítulo I - Algumas doenças infecciosas e parasitárias,B65-B83 - Helmintíases,B72 - Dracontíase
B852,Pediculose não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,"B85-B89 - Pediculose, acaríase e outras infestações",B85 - Pediculose e ftiríase
B86,Escabiose [sarna],Capítulo I - Algumas doenças infecciosas e parasitárias,"B85-B89 - Pediculose, acaríase e outras infestações",B86 - Escabiose [sarna]
B91,Sequelas de poliomielite,Capítulo I - Algumas doenças infecciosas e parasitárias,B90-B94 - Sequelas de doenças infecciosas e parasitárias,B91 - Sequelas de poliomielite
B92,Sequelas de hanseníase [lepra],Capítulo I - Algumas doenças infecciosas e parasitárias,B90-B94 - Sequelas de doenças infecciosas e parasitárias,B92 - Sequelas de hanseníase [lepra]
B949,Sequelas de doença infecciosa ou parasitária não especificada,Capítulo I - Algumas doenças infecciosas e parasitárias,B90-B94 - Sequelas de doenças infecciosas e parasitárias,B94 - Sequelas de outras doenças infecciosas e parasitárias e das não especificadas
B950,"Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B951,"Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B952,"Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B954,"Outros estreptococos, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B955,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B957,Outros estafilococos como causa de doenças classificadas em outros capítulos,Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B95 - Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
B961,"Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos","B96 - Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos"
B968,"Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos","B96 - Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos"
B972,"Coronavírus, como causa de doenças classificadas em outros capítulos",Capítulo I - Algumas doenças infecciosas e parasitárias," B95-B97 - Agentes de infecções bacterianas, virais e outros agentes infecciosos",B97 - Vírus como causa de doenças classificadas em outros capítulos
B99,"Doenças infecciosas, outras e as não especificadas",Capítulo I - Algumas doenças infecciosas e parasitárias,B99-B99 - Outras doenças infecciosas,"B99 - Doenças infecciosas, outras e as não especificadas"
C020,Neoplasia maligna da face dorsal da língua,Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C02 - Neoplasia maligna de outras partes e de partes não especificadas da língua
C029,"Neoplasia maligna da língua, não especificada",Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C02 - Neoplasia maligna de outras partes e de partes não especificadas da língua
C059,"Neoplasia maligna do palato, não especificado",Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C05 - Neoplasia maligna do palato
C068,Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva,Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C06 - Neoplasia maligna de outras partes e de partes não especificadas da boca
C07,Neoplasia maligna da glândula parótida,Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C07 - Neoplasia maligna da glândula parótida
C091,Neoplasia maligna do pilar amigdaliano (anterior) (posterior),Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C09 - Neoplasia maligna da amígdala
C13,Neoplasia maligna da hipofaringe,Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C13 - Neoplasia maligna da hipofaringe
C138,Neoplasia maligna da hipofaringe com lesão invasiva,Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C13 - Neoplasia maligna da hipofaringe
C139,"Neoplasia maligna da hipofaringe, não especificada",Capítulo II - Neoplasias [tumores],"C00-C14 - Neoplasias malignas do lábio, cavidade oral e faringe",C13 - Neoplasia maligna da hipofaringe
C150,Neoplasia maligna da porção cervical do esôfago (esôfago cervical),Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C151,Neoplasia maligna da porção torácica do esôfago (esôfago torácico),Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C152,Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal),Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C154,Neoplasia maligna do terço médio do esôfago,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C158,Neoplasia maligna do esôfago com lesão invasiva,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C159,"Neoplasia maligna do esôfago, não especificado",Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C15 - Neoplasia maligna do esôfago
C163,Neoplasia maligna do antro pilórico,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C16 - Neoplasia maligna do estômago
C168,Neoplasia maligna do estômago com lesão invasiva,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C16 - Neoplasia maligna do estômago
C169,"Neoplasia maligna do estômago, não especificado",Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C16 - Neoplasia maligna do estômago
C170,Neoplasia maligna do duodeno,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C17 - Neoplasia maligna do intestino delgado
C178,Neoplasia maligna do intestino delgado com lesão invasiva,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C17 - Neoplasia maligna do intestino delgado
C179,"Neoplasia maligna do intestino delgado, não especificado",Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C17 - Neoplasia maligna do intestino delgado
C180,Neoplasia maligna do ceco,Capítulo II - Neoplasias [tumores],C15-C26 - Neoplasias malignas dos órgãos digestivos,C18 - Neoplasia maligna do cólon
